Sexo de la victima,Grupo de edad de la victima,Zona del Hecho,Escenario del Hecho,Mes del hecho,Dia del hecho,Rango de Hora del Hecho X 3 Horas,Departamento del hecho DANE,Mecanismo Causal,Diagnostico Topográfico de la Lesión,Presunto Agresor,Pertenencia Grupal,Escolaridad,Ancestro Racial
Hombre,(50 a 54),Parte rural (vereda y campo),"espacios acuáticos al aire libre (mar, río, arroyo, humedal, lago, etc.)",Enero,Viernes,21:00 a 23:59,Antioquia,Corto contundente,Politraumatismo,Sin información,Ninguno,Sin información,Mestizo
Hombre,(15 a 17),Parte rural (vereda y campo),vía pública,Enero,Viernes,Sin información,Antioquia,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Sin información,Mestizo
Mujer,(25 a 29),Cabecera municipal,vía pública,Enero,Sábado,09:00 a 11:59,Antioquia,Corto punzante,Trauma de Tórax,Ex compañero (a) permanente,Persona en situación de prostitución,Educación inicial y educación preescolar,Mestizo
Mujer,(15 a 17),Cabecera municipal,vivienda,Enero,Martes,09:00 a 11:59,Córdoba,Corto punzante,Trauma de abdomen,Primo (a),Ninguno,Sin información,Mestizo
Hombre,(20 a 24),Cabecera municipal,vivienda,Enero,Sábado,15:00 a 17:59,Córdoba,Proyectil de arma de fuego,Trauma de Tórax,Sin información,Ninguno,Educación básica primaria,Mestizo
Hombre,(30 a 34),"Centro poblado(corregimiento, inspección de policía y caserío)","espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Enero,Martes,15:00 a 17:59,Córdoba,Proyectil de arma de fuego,Trauma de Tórax,Sin información,Ninguno,Educación técnica profesional y tecnológica,Mestizo
Hombre,(30 a 34),Parte rural (vereda y campo),"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Enero,Lunes,09:00 a 11:59,Córdoba,Proyectil de arma de fuego,Politraumatismo,Sin información,Ninguno,Educación básica primaria,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Enero,Sábado,18:00 a 20:59,Cundinamarca,Proyectil de arma de fuego,Politraumatismo,Sin información,Ninguno,Sin información,Mestizo
Mujer,(30 a 34),Parte rural (vereda y campo),"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Enero,Martes,Sin información,Huila,Proyectil de arma de fuego,Politraumatismo,FARC,Presunto colaborador de grupo ilegal,Sin información,Mestizo
Hombre,(30 a 34),Parte rural (vereda y campo),"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Enero,Martes,Sin información,Huila,Proyectil de arma de fuego,Politraumatismo,FARC,Presunto colaborador de grupo ilegal,Sin información,Mestizo
Hombre,(45 a 49),Parte rural (vereda y campo),vivienda,Enero,Viernes,03:00 a 05:59,Norte de Santander,Proyectil de arma de fuego,Trauma de abdomen,Sin información,Ninguno,Educación inicial y educación preescolar,Sin información
Hombre,(45 a 49),Parte rural (vereda y campo),"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Enero,Sábado,18:00 a 20:59,Norte de Santander,Corto punzante,Trauma de abdomen,Sin información,Ninguno,Educación inicial y educación preescolar,Mestizo
Mujer,(15 a 17),Cabecera municipal,vía pública,Enero,Lunes,Sin información,Valle del Cauca,Corto punzante,Politraumatismo,Ex Novio (a),Ninguno,Educación básica primaria,Mestizo
Hombre,(40 a 44),Cabecera municipal,vía pública,Enero,Domingo,12:00 a 14:59,Nariño,Corto punzante,Trauma de Tórax,Amigo (a),Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(25 a 29),"Centro poblado(corregimiento, inspección de policía y caserío)",vía pública,Enero,Martes,09:00 a 11:59,Nariño,Proyectil de arma de fuego,Politraumatismo,FARC,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(15 a 17),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Enero,Domingo,00:00 a 02:59,Nariño,Corto punzante,Trauma de Tórax,Sin información,Ninguno,Educación básica primaria,Mestizo
Hombre,(00 a 04),Sin información,sin información,Enero,Domingo,Sin información,Nariño,Otro,Politraumatismo,Madre,Ninguno,Sin escolaridad,Sin información
Hombre,(18 a 19),Cabecera municipal,"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Enero,Jueves,Sin información,Risaralda,Corto punzante,Politraumatismo,Sin información,Persona adicta a una droga natural o sintética,Educación inicial y educación preescolar,Mestizo
Hombre,(35 a 39),Cabecera municipal,vía pública,Enero,Domingo,Sin información,Risaralda,Corto punzante,Trauma de abdomen,Sin información,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(25 a 29),Cabecera municipal,sin información,Enero,Jueves,Sin información,Huila,Corto punzante,Trauma de Tórax,Agresor desconocido,Ninguno,Educación básica primaria,Mestizo
Hombre,(15 a 17),Parte rural (vereda y campo),vía pública,Enero,Domingo,00:00 a 02:59,Huila,Corto punzante,Trauma de Tórax,Agresor desconocido,Campesinos (as) y/o trabajadores (as) del campo,Educación inicial y educación preescolar,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Enero,Jueves,Sin información,Cauca,Corto punzante,Trauma de Tórax,Sin información,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(35 a 39),Cabecera municipal,vía pública,Enero,Jueves,21:00 a 23:59,Cauca,Corto punzante,Trauma de Tórax,Sin información,Ninguno,Sin escolaridad,Mestizo
Hombre,(35 a 39),Parte rural (vereda y campo),"espacios terrestres al aire libre (bosque, potrero, montaña, playa, etc.)",Enero,Jueves,Sin información,Cauca,Corto contundente,Trauma de Tórax,Vecino,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Enero,Viernes,00:00 a 02:59,Cauca,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(15 a 17),Cabecera municipal,vivienda,Enero,Miércoles,Sin información,Cauca,Corto punzante,Trauma de Tórax,Conocido sin ningun trato,Ninguno,Educación básica primaria,Mestizo
Mujer,(25 a 29),Cabecera municipal,vivienda,Enero,Miércoles,21:00 a 23:59,Cauca,Generadores de asfixia,Trauma de cuello,Compañero (a) permanente,Ninguno,Educación básica primaria,Mulato
Hombre,(25 a 29),Cabecera municipal,terminales de pasajeros,Enero,Jueves,Sin información,Putumayo,Corto punzante,Trauma de abdomen,Amigo (a),Ninguno,Educación básica primaria,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Enero,Domingo,21:00 a 23:59,Antioquia,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
Mujer,(35 a 39),Cabecera municipal,vivienda,Enero,Sábado,Sin información,Meta,Corto punzante,Trauma de Tórax,Compañero (a) permanente,Ninguno,Sin información,Mestizo
Hombre,(20 a 24),"Centro poblado(corregimiento, inspección de policía y caserío)",sin información,Enero,Viernes,09:00 a 11:59,Chocó,Proyectil de arma de fuego,Politraumatismo,FARC,Ninguno,Sin información,Negro
Hombre,(35 a 39),Parte rural (vereda y campo),carretera (fuera de la ciudad),Enero,Sábado,Sin información,Caldas,Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Ninguno,Educación media o secundaria alta,Sin información
Hombre,(25 a 29),Cabecera municipal,vía pública,Enero,Domingo,21:00 a 23:59,Caldas,Proyectil de arma de fuego,Politraumatismo,Sin información,Ninguno,Sin información,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Enero,Lunes,Sin información,Magdalena,Contundente,Trauma craneano,Sin información,Ninguno,Sin información,Mestizo
Hombre,(30 a 34),Cabecera municipal,"espacios acuáticos al aire libre (mar, río, arroyo, humedal, lago, etc.)",Enero,Domingo,Sin información,Risaralda,Proyectil de arma de fuego,Trauma de Tórax,Sin información,Persona adicta a una droga natural o sintética,Educación básica primaria,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Enero,Jueves,03:00 a 05:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma craneano,Sin información,Ninguno,Sin información,Mestizo
Hombre,(25 a 29),Cabecera municipal,otros,Enero,Jueves,09:00 a 11:59,"Bogotá, D.C.",Proyectil de arma de fuego,Politraumatismo,Sin información,Ninguno,Sin información,Mestizo
Hombre,(35 a 39),Cabecera municipal,vía pública,Enero,Jueves,09:00 a 11:59,"Bogotá, D.C.",Corto punzante,Trauma de Tórax,Conocido sin ningun trato,Ninguno,Sin información,Mestizo
Hombre,(25 a 29),Cabecera municipal,vivienda,Enero,Jueves,21:00 a 23:59,"Bogotá, D.C.",Proyectil de arma de fuego,Politraumatismo,Sin información,Sector social LGBTI (OSIGD),Educación media o secundaria alta,Mestizo
Hombre,(18 a 19),Cabecera municipal,vía pública,Enero,Jueves,15:00 a 17:59,"Bogotá, D.C.",Punzante,Trauma de miembros,Conocido sin ningun trato,Ninguno,Sin información,Mestizo
Hombre,(45 a 49),Cabecera municipal,vía pública,Enero,Jueves,18:00 a 20:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma de cuello,Policía,Ninguno,Sin información,Mestizo
Hombre,(35 a 39),Cabecera municipal,vivienda,Enero,Lunes,12:00 a 14:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma craneano,Sin información,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(50 a 54),Parte rural (vereda y campo),vehículo servicio particular,Enero,Martes,00:00 a 02:59,"Bogotá, D.C.",Proyectil de arma de fuego,Politraumatismo,Amigo (a),Ninguno,Sin información,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Enero,Miércoles,21:00 a 23:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma craneano,Sin información,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Enero,Viernes,00:00 a 02:59,"Bogotá, D.C.",Proyectil de arma de fuego,Politraumatismo,Sin información,Otro,Sin información,Mestizo
Hombre,(20 a 24),Cabecera municipal,vivienda,Enero,Viernes,12:00 a 14:59,"Bogotá, D.C.",Corto punzante,Trauma de Tórax,Sin información,Ninguno,Sin información,Mestizo
Mujer,(35 a 39),Cabecera municipal,vehículo servicio particular,Enero,Viernes,18:00 a 20:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma craneano,Sin información,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(55 a 59),Cabecera municipal,vía pública,Enero,Sábado,00:00 a 02:59,"Bogotá, D.C.",Corto punzante,Politraumatismo,Delincuencia común,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Enero,Viernes,21:00 a 23:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Persona adicta a una droga natural o sintética,Educación media o secundaria alta,Mulato
Hombre,(40 a 44),Cabecera municipal,vía pública,Enero,Sábado,21:00 a 23:59,"Bogotá, D.C.",Corto punzante,Trauma de Tórax,Sin información,Ninguno,Sin información,Sin información
Hombre,(15 a 17),Cabecera municipal,vivienda,Enero,Lunes,00:00 a 02:59,"Bogotá, D.C.",Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Otro,Sin información,Mestizo
Hombre,(55 a 59),Cabecera municipal,vivienda,Enero,Martes,21:00 a 23:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma craneano,Sin información,Persona adicta a una droga natural o sintética,Educación media o secundaria alta,Mestizo
Mujer,(20 a 24),Cabecera municipal,vía pública,Enero,Miércoles,21:00 a 23:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma craneano,Sin información,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Enero,Domingo,18:00 a 20:59,"Bogotá, D.C.",Corto punzante,Politraumatismo,Cuñado (a),Ninguno,Educación básica primaria,Sin información
Hombre,(70 a 74),Cabecera municipal,otros,Enero,Miércoles,Sin información,Arauca,Contundente,Trauma craneano,Sin información,Ninguno,Sin información,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Enero,Sábado,21:00 a 23:59,"Bogotá, D.C.",Corto punzante,Trauma de Tórax,Agresor desconocido,Ninguno,Sin información,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Enero,Domingo,00:00 a 02:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma craneano,Sin información,Ninguno,Sin información,Mestizo
Mujer,(20 a 24),Cabecera municipal,vía pública,Enero,Miércoles,21:00 a 23:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma craneano,Sin información,Otro,Educación media o secundaria alta,Mestizo
Mujer,(20 a 24),Cabecera municipal,"establecimiento industrial (fábrica, planta) y/o obras en construcción",Enero,Domingo,09:00 a 11:59,"Bogotá, D.C.",Generadores de asfixia,Trauma de cuello,Conocido sin ningun trato,Otro,Sin información,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Enero,Domingo,09:00 a 11:59,"Bogotá, D.C.",Corto punzante,Politraumatismo,Sin información,Otro,Sin información,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Enero,Domingo,12:00 a 14:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma de Tórax,Agresor desconocido,Persona en situación de calle,Sin escolaridad,Mestizo
Hombre,(20 a 24),Cabecera municipal,zonas de actividades agropecuarias,Enero,Lunes,06:00 a 08:59,"Bogotá, D.C.",Corto contundente,Politraumatismo,Agresor desconocido,Grupos étnicos,Sin información,Negro
Hombre,(30 a 34),Cabecera municipal,lugar público sin otra indicación,Enero,Martes,06:00 a 08:59,"Bogotá, D.C.",Proyectil de arma de fuego,Politraumatismo,Sin información,Otro,Educación media o secundaria alta,Mestizo
Hombre,(50 a 54),Cabecera municipal,lugar público sin otra indicación,Enero,Martes,06:00 a 08:59,"Bogotá, D.C.",Proyectil de arma de fuego,Politraumatismo,Sin información,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(40 a 44),Cabecera municipal,"establecimiento comercial (tienda, centro comercial, almacén, plaza de mercado)",Enero,Martes,21:00 a 23:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Otro,Sin información,Mestizo
Mujer,(25 a 29),Cabecera municipal,"centro de atención médica (hospital, clínica, consultorio, etc.)",Enero,Miércoles,12:00 a 14:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma de abdomen,Compañero (a) de trabajo,Ninguno,Educación media o secundaria alta,Blanco
Hombre,(35 a 39),Cabecera municipal,"establecimientos dedicados a la administración pública (cortes, juzgados, ministerios, etc.)",Enero,Miércoles,12:00 a 14:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma de abdomen,Compañero (a) de trabajo,Ninguno,Educación técnica profesional y tecnológica,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Enero,Miércoles,21:00 a 23:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma craneano,Sin información,Ninguno,Sin información,Mestizo
Hombre,(15 a 17),Cabecera municipal,vía pública,Enero,Jueves,18:00 a 20:59,"Bogotá, D.C.",Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Otro,Educación básica primaria,Mestizo
Hombre,(30 a 34),Cabecera municipal,vía pública,Enero,Sábado,18:00 a 20:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma de cuello,Sin información,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(25 a 29),Cabecera municipal,vía pública,Enero,Viernes,12:00 a 14:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma craneano,Sin información,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(45 a 49),Cabecera municipal,vía pública,Enero,Domingo,00:00 a 02:59,"Bogotá, D.C.",Proyectil de arma de fuego,Politraumatismo,Sin información,Otro,Sin información,Mestizo
Hombre,(40 a 44),Cabecera municipal,vía pública,Enero,Domingo,00:00 a 02:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma de Tórax,Sin información,Otro,Sin información,Mestizo
Hombre,(35 a 39),Cabecera municipal,vía pública,Enero,Domingo,03:00 a 05:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma de abdomen,Miembros de seguridad privada,Ninguno,Sin información,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Enero,Domingo,21:00 a 23:59,"Bogotá, D.C.",Proyectil de arma de fuego,Politraumatismo,Sin información,Otro,Sin información,Mestizo
Hombre,(35 a 39),Cabecera municipal,lugares de esparcimiento con expendio de alcohol,Enero,Lunes,15:00 a 17:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma de Tórax,Sin información,Otro,Sin información,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Enero,Lunes,00:00 a 02:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma craneano,Sin información,Otro,Sin información,Mestizo
Mujer,(18 a 19),Cabecera municipal,vía pública,Enero,Viernes,06:00 a 08:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Otro,Sin información,Negro
Hombre,(50 a 54),Cabecera municipal,vivienda,Enero,Viernes,21:00 a 23:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma de miembros,Agresor desconocido,Persona en situación de calle,Educación media o secundaria alta,Mestizo
Hombre,(20 a 24),Cabecera municipal,vía pública,Enero,Viernes,18:00 a 20:59,"Bogotá, D.C.",Proyectil de arma de fuego,Trauma craneano,Sin información,Ninguno,Educación básica primaria,Mestizo
Hombre,(18 a 19),Cabecera municipal,"calle (autopista, avenida, dentro de la ciudad)",Enero,Viernes,09:00 a 11:59,Sucre,Proyectil de arma de fuego,Trauma craneano,Compañero (a) de trabajo,Ninguno,Educación media o secundaria alta,Mestizo
Hombre,(20 a 24),Cabecera municipal,vivienda,Enero,Sábado,Sin información,Sucre,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación básica primaria,Sin información
Hombre,(25 a 29),Parte rural (vereda y campo),vivienda,Enero,Domingo,Sin información,Sucre,Proyectil de arma de fuego,Trauma craneano,Agresor desconocido,Campesinos (as) y/o trabajadores (as) del campo,Educación inicial y educación preescolar,Mestizo
Hombre,(20 a 24),Parte rural (vereda y campo),vía pública,Enero,Jueves,Sin información,Sucre,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación inicial y educación preescolar,Mestizo
Hombre,(18 a 19),Cabecera municipal,vía pública,Enero,Viernes,21:00 a 23:59,Sucre,Proyectil de arma de fuego,Politraumatismo,Agresor desconocido,Ninguno,Educación media o secundaria alta,Mestizo
